2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : https://finance.forumactif.com
2020_01_08_16_41_10_1114349181 : https://ichimokuscanner.000webhostapp.com
2020_01_08_16_41_10_1114349181 : Email: investdatasystems@yahoo.com
2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : Starting IchimokuUltimateScannerEA2020 5.3
2020_01_08_16_41_11_1114350195 : Running mode : Run Only Once.
2020_01_08_16_41_11_1114350288 : EURUSD : PREV japanese candlestick HAS CROSSED OVER kumo in M1 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11221500
2020_01_08_16_41_11_1114350491 : EURUSD : PREV japanese candlestick HAS CROSSED UNDER kumo in M3 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11200000
2020_01_08_16_42_31_1114429942 : XTIUSD : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 62.08 --- BID/SELL = 62.04 --- KIJUN = 61.84500000
2020_01_08_16_42_31_1114429942 : XTIUSD : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 62.08 --- BID/SELL = 62.04 --- KIJUN = 61.84500000
2020_01_08_16_42_31_1114430051 : XTIUSD : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 61.74500000
2020_01_08_16_42_31_1114430051 : XTIUSD : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 61.74500000
2020_01_08_16_42_31_1114430145 : XTIUSD : PREV japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 61.78000000
2020_01_08_16_42_31_1114430145 : XTIUSD : CURR japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 61.78000000
2020_01_08_16_42_31_1114430254 : XTIUSD : PREV japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 61.84000000
2020_01_08_16_42_31_1114430254 : XTIUSD : CURR japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 61.84000000
2020_01_08_16_42_31_1114430348 : XTIUSD : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.03500000
2020_01_08_16_42_31_1114430348 : XTIUSD : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.03500000
2020_01_08_16_42_31_1114430441 : XTIUSD : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.03500000
2020_01_08_16_42_31_1114430441 : XTIUSD : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.03500000
2020_01_08_16_42_31_1114430551 : XTIUSD : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.15500000
2020_01_08_16_42_31_1114430551 : XTIUSD : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.15500000
2020_01_08_16_42_31_1114430644 : XTIUSD : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.72500000
2020_01_08_16_42_31_1114430644 : XTIUSD : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 62.72500000
2020_01_08_16_42_31_1114430753 : XTIUSD : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 63.28500000
2020_01_08_16_42_31_1114430753 : XTIUSD : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 63.28500000
2020_01_08_16_42_32_1114430847 : XTIUSD : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 63.28500000
2020_01_08_16_42_32_1114430847 : XTIUSD : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 62.08 --- BID/SELL = 62.05 --- KIJUN = 63.28500000
2020_01_08_16_42_32_1114431050 : XTIUSD : PREV japanese candlestick IS OVER kumo in H4 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.96500000
2020_01_08_16_42_32_1114431050 : XTIUSD : CURR japanese candlestick IS OVER kumo in H4 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.96500000
2020_01_08_16_42_32_1114431159 : XTIUSD : PREV japanese candlestick IS OVER kumo in H6 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.96500000
2020_01_08_16_42_32_1114431159 : XTIUSD : CURR japanese candlestick IS OVER kumo in H6 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.96500000
2020_01_08_16_42_32_1114431253 : XTIUSD : PREV japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.96500000
2020_01_08_16_42_32_1114431253 : XTIUSD : CURR japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.96500000
2020_01_08_16_42_32_1114431346 : XTIUSD : PREV japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.71000000
2020_01_08_16_42_32_1114431346 : XTIUSD : CURR japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 62.71000000
2020_01_08_16_42_32_1114431455 : XTIUSD : PREV japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 60.30000000
2020_01_08_16_42_32_1114431455 : XTIUSD : CURR japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 62.07 --- BID/SELL = 62.04 --- KIJUN = 60.30000000
2020_01_08_16_42_32_1114431455 : *
2020_01_08_16_42_32_1114431549 : WS30 : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_32_1114431549 : WS30 : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_32_1114431658 : WS30 : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_32_1114431658 : WS30 : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_32_1114431752 : WS30 : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_32_1114431752 : WS30 : PREV japanese candlestick HAS CROSSED OVER kumo in M3 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_33_1114431861 : WS30 : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_33_1114431861 : WS30 : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_33_1114431955 : WS30 : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_33_1114431955 : WS30 : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 28604.0 --- BID/SELL = 28602.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_33_1114432064 : WS30 : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_33_1114432064 : WS30 : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.50000000
2020_01_08_16_42_33_1114432157 : WS30 : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28569.00000000
2020_01_08_16_42_33_1114432157 : WS30 : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28569.00000000
2020_01_08_16_42_33_1114432267 : WS30 : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28545.50000000
2020_01_08_16_42_33_1114432267 : WS30 : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28545.50000000
2020_01_08_16_42_33_1114432360 : WS30 : PREV japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28533.50000000
2020_01_08_16_42_33_1114432360 : WS30 : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28533.50000000
2020_01_08_16_42_33_1114432454 : WS30 : PREV japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28471.50000000
2020_01_08_16_42_33_1114432454 : WS30 : CURR japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28471.50000000
2020_01_08_16_42_33_1114432563 : WS30 : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28430.00000000
2020_01_08_16_42_33_1114432657 : WS30 : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28459.50000000
2020_01_08_16_42_33_1114432657 : WS30 : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28459.50000000
2020_01_08_16_42_33_1114432766 : WS30 : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28459.50000000
2020_01_08_16_42_33_1114432766 : WS30 : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28459.50000000
2020_01_08_16_42_34_1114432859 : WS30 : PREV japanese candlestick HAS CROSSED OVER kumo in H4 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_34_1114432859 : WS30 : CURR japanese candlestick HAS CROSSED OVER kumo in H4 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_34_1114432969 : WS30 : CURR japanese candlestick HAS CROSSED OVER kumo in H6 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_34_1114433062 : WS30 : PREV japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_34_1114433062 : WS30 : CURR japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_34_1114433171 : WS30 : PREV japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_34_1114433171 : WS30 : CURR japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_34_1114433265 : WS30 : PREV japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28129.50000000
2020_01_08_16_42_34_1114433265 : WS30 : CURR japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28129.50000000
2020_01_08_16_42_34_1114433265 : *
2020_01_08_16_42_34_1114433359 : J225 : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23363.00000000
2020_01_08_16_42_34_1114433359 : J225 : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23363.00000000
2020_01_08_16_42_34_1114433468 : J225 : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23363.00000000
2020_01_08_16_42_34_1114433468 : J225 : PREV japanese candlestick HAS CROSSED OVER kumo in M2 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23363.00000000
2020_01_08_16_42_34_1114433764 : J225 : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23380.50000000
2020_01_08_16_42_34_1114433764 : J225 : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23380.50000000
2020_01_08_16_42_34_1114433873 : J225 : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23380.50000000
2020_01_08_16_42_34_1114433873 : J225 : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23380.50000000
2020_01_08_16_42_35_1114433967 : J225 : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 23395.0 --- BID/SELL = 23389.0 --- KIJUN = 23365.50000000
2020_01_08_16_42_35_1114433967 : J225 : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 23395.0 --- BID/SELL = 23389.0 --- KIJUN = 23365.50000000
2020_01_08_16_42_35_1114434076 : J225 : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23348.00000000
2020_01_08_16_42_35_1114434076 : J225 : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23348.00000000
2020_01_08_16_42_35_1114434170 : J225 : PREV japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23328.00000000
2020_01_08_16_42_35_1114434170 : J225 : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23328.00000000
2020_01_08_16_42_35_1114434263 : J225 : PREV japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23223.00000000
2020_01_08_16_42_35_1114434263 : J225 : CURR japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23223.00000000
2020_01_08_16_42_35_1114434575 : J225 : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23245.50000000
2020_01_08_16_42_35_1114434575 : J225 : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 23400.0 --- BID/SELL = 23389.0 --- KIJUN = 23245.50000000
2020_01_08_16_42_35_1114434669 : J225 : PREV japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 23395.0 --- BID/SELL = 23389.0 --- KIJUN = 23358.00000000
2020_01_08_16_42_35_1114434669 : J225 : CURR japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 23395.0 --- BID/SELL = 23389.0 --- KIJUN = 23358.00000000
2020_01_08_16_42_35_1114434778 : J225 : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23358.00000000
2020_01_08_16_42_35_1114434778 : J225 : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23358.00000000
2020_01_08_16_42_36_1114434872 : J225 : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23438.00000000
2020_01_08_16_42_36_1114434872 : J225 : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23438.00000000
2020_01_08_16_42_36_1114434981 : J225 : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23489.00000000
2020_01_08_16_42_36_1114434981 : J225 : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23489.00000000
2020_01_08_16_42_36_1114435075 : J225 : PREV japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23526.00000000
2020_01_08_16_42_36_1114435075 : J225 : CURR japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 23395.0 --- BID/SELL = 23388.0 --- KIJUN = 23526.00000000
2020_01_08_16_42_36_1114435075 : *
2020_01_08_16_42_36_1114435184 : WS30m : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435184 : WS30m : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435278 : WS30m : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435278 : WS30m : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435371 : WS30m : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435371 : WS30m : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435480 : WS30m : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435480 : WS30m : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435574 : WS30m : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435574 : WS30m : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435683 : WS30m : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435683 : WS30m : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28573.00000000
2020_01_08_16_42_36_1114435777 : WS30m : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28569.00000000
2020_01_08_16_42_36_1114435777 : WS30m : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28569.00000000
2020_01_08_16_42_37_1114435886 : WS30m : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28545.50000000
2020_01_08_16_42_37_1114435886 : WS30m : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28545.50000000
2020_01_08_16_42_37_1114435980 : WS30m : PREV japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28533.50000000
2020_01_08_16_42_37_1114435980 : WS30m : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28533.50000000
2020_01_08_16_42_37_1114436089 : WS30m : PREV japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28471.50000000
2020_01_08_16_42_37_1114436089 : WS30m : CURR japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28471.50000000
2020_01_08_16_42_37_1114436182 : WS30m : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28430.00000000
2020_01_08_16_42_37_1114436276 : WS30m : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28460.00000000
2020_01_08_16_42_37_1114436276 : WS30m : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 28603.0 --- BID/SELL = 28600.0 --- KIJUN = 28460.00000000
2020_01_08_16_42_37_1114436385 : WS30m : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28460.00000000
2020_01_08_16_42_37_1114436385 : WS30m : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28460.00000000
2020_01_08_16_42_37_1114436479 : WS30m : PREV japanese candlestick HAS CROSSED OVER kumo in H4 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_37_1114436479 : WS30m : CURR japanese candlestick HAS CROSSED OVER kumo in H4 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_37_1114436588 : WS30m : CURR japanese candlestick HAS CROSSED OVER kumo in H6 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_37_1114436682 : WS30m : PREV japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_37_1114436682 : WS30m : CURR japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_37_1114436775 : WS30m : PREV japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_37_1114436775 : WS30m : CURR japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28531.50000000
2020_01_08_16_42_38_1114436884 : WS30m : PREV japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28129.00000000
2020_01_08_16_42_38_1114436884 : WS30m : CURR japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 28603.0 --- BID/SELL = 28601.0 --- KIJUN = 28129.00000000
2020_01_08_16_42_38_1114436884 : *
2020_01_08_16_42_38_1114436978 : SPX500 : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3240.65000000
2020_01_08_16_42_38_1114436978 : SPX500 : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3240.65000000
2020_01_08_16_42_38_1114437087 : SPX500 : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3240.65000000
2020_01_08_16_42_38_1114437087 : SPX500 : PREV japanese candlestick HAS CROSSED OVER kumo in M2 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3240.65000000
2020_01_08_16_42_38_1114437181 : SPX500 : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3240.90000000
2020_01_08_16_42_38_1114437181 : SPX500 : PREV japanese candlestick HAS CROSSED OVER kumo in M3 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3240.90000000
2020_01_08_16_42_38_1114437290 : SPX500 : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.40000000
2020_01_08_16_42_38_1114437290 : SPX500 : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.40000000
2020_01_08_16_42_38_1114437384 : SPX500 : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.40000000
2020_01_08_16_42_38_1114437384 : SPX500 : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.40000000
2020_01_08_16_42_38_1114437493 : SPX500 : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.40000000
2020_01_08_16_42_38_1114437493 : SPX500 : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.40000000
2020_01_08_16_42_38_1114437586 : SPX500 : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.25000000
2020_01_08_16_42_38_1114437586 : SPX500 : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3241.25000000
2020_01_08_16_42_38_1114437696 : SPX500 : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3238.00000000
2020_01_08_16_42_38_1114437696 : SPX500 : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 3244.6 --- BID/SELL = 3244.2 --- KIJUN = 3238.00000000
2020_01_08_16_42_38_1114437789 : SPX500 : PREV japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 3244.7 --- BID/SELL = 3244.3 --- KIJUN = 3237.15000000
2020_01_08_16_42_38_1114437789 : SPX500 : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 3244.7 --- BID/SELL = 3244.3 --- KIJUN = 3237.15000000
